,video_Id,comments
678,rhFK5_Nx9xY,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'Lmao, atheist are ready to believe in this, but possibility of Higher Consciousness is funny to them...', 'What if those aliens are more conscious or have a sort of conscious we simply cannot understand? It would be like us explaining consciousness to an ant', ""Naaaaaaaa there's 3- darkside lol."", 'I cant stop thinking in the gems of steven universe watching this vídeo', ""Ok here's a different take on it, lets imagine highly advanced marine worms living around a geothermal vent. They might speculate on the possibilty of other vents and whether there might be life around those vents, ways to cross the cold dark ocean to get to those vents and the possibilty of a civilization harnessing the resources of a vent or an entire ocean ridge or ultimately the entire geothermal energy of the planet. Meanwhile other life has broken free of the vents entirely by utilising an entirely different energy source, sunlight.\n\nNow for vents think stars. There's a leap of imagination needed to go from interstellar to post-stellar."", ""But, does it really matter? After all, we haven't even reached a type 1."", 'The Infographics Show is like the poor man’s Kurzgesagt.', 'Incrível como esse homem tem a voz desde 10 anos', 'As someone who grew up on Star Wars I appreciated seeing the Aurebesh 4:36']"
679,ck4RGeoHFko,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', ""7:40 YOOO IT'S BITZER FROM SHAUN THE SHEEP"", 'NICE', ""Resolving issues is intelligence, duh, what's brilliant then?"", '*Learned how to fly*.         And never flies in his life', 'I believe that we are unknowingly on the path of turning our planet into a super brain, and possibly the whole galaxy at some point in the distant future, and maybe even the universe? That might be the grand scheme of the existence of intelligent life, to be the neurological cells of a higher dimensional being perhaps.', 'Is that togepi', '<3', ""HELP!\nthere's a specific tool in my toolbox that is broken \n\n\n\n\n\nyes my math tool"", 'I want this game so much, I know there is spore, but what if we could make it more complex']"
680,ipVxxxqwBQw,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', ""At some point this was always going to happen.  There's all this power available, so humans use it.  Humans use to power to advance. By the time most societies are fairly advanced, some of the largest and most influential companies will inevitably be fossil fuel companies.  However, it's not as though shareholders of fossil fuel companies are going to understand if Management decides to do the right thing and shift to renewables while competitors continue leveraging fossil fuels.\n\nAs with unsustainable populations and consumption, this situation was always inevitable (barring more major extinction events)."", 'thanks for the video!', 'O²_CO²', 'I like this video', 'Better than school', 'Considering China is still coal dependent I would say... duuhhhh', 'When i thought that glacier calving was natural and say WOW! Thats cool', 'Разумение есть свет мира.\r\n Но что, если человек с самого рождения не видал света?\r\n Виноват ли он, или не виноват? — спрашивают ученики.\r\n Иисус отвечает: никто не виноват.\r\n Если мы видим тёмного, то нам не спрашивать нужно, кто виноват, а нам надо делать дела Божии, те самые дела, которые не могли бы и проявляться для нас, если бы не было слепых; нам надо давать свет тёмному, — не потому, чтобы Бог нарочно ослеплял людей, но потому, что всё проявление Бога состоит в освещении тьмы, в прозрении слепых.\r\n Пока день, мы должны работать для проявления света в тьме.\r\n Пока мы в мире, мы свет мира, и в этом наша жизнь истинная.', 'Capitalism is killing us, all that unmitigated economic growth overheating the planet.  It was the Church that jump started the march toward extinction by issuing the Papal bull of 1430.']"
681,oHHSSJDJ4oo,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'Something about seeing the balloon house from Up at 2:46 filled me with glee.', 'Todays gonna happen', ""Wait a second earth's magnetic field emits radiation DOSENT that mean the earth is slowly poisoning us and increasing our chances of cancer -_- ummm THAT'S SO COOOL"", 'Oh no now im really freaking scared', '2:57 Sun: Impossible, nobody can deflect Solar Splash!', '6:52 *did i just see ponyo on the laptop?*', '420', 'WOW!', 'WOW']"
682,YbgnlkJPga4,"[""Ohai everybody! Something different today, make sure to watch it to the end! \nJohn Green is reading one of his reviews of our modern world, from his Podcast The Anthropocene Reviewed, which you should check out! https://www.wnycstudios.org/podcasts/anthropocene-reviewed\nI haven't said this often enough publicly, but John and Hank Green, the Vlogbrothers and first generation science Youtubers are the reason Kurzgesagt exists today. In the very literal sense, that when I saw the first episode of Crash Course World History as a student in university I decided to try to do something similar. Doing Kurzgesagt was very hard for the first few years, for a variety of reasons. What made it easier was the kind advice and real world help we got from John and Hank to make this channel work and not burn out. Over the years we became friends – and to me the genuine nature of their work is still inspiring. My team and I try to do the same with Kurzgesagt. To be driven by the values we believe in and not by the outside world. \nSo when John asked me if we maybe would illustrate and animate one of his essays, it was an easy yes. This is the result and we hope you like it. Thank you for watching and reading – Philipp"", '되게 낭만적이네', '6:23  I have a serous question, if they made a replica cave…… why is that one also being ruined by tourists?  How did they make it resistant to molds and lichen?', '<3', 'Well done. Thank you.', ""Why'd that choke me up :(  <3 What a great video <3"", 'Nothing insightful/innovative here; just reiteration of what occasionally passes thru the mind of all of us everyday. This video added nothing to me 👎👎', 'why is this video so emotional????', 'Irl humans would flood into Lascaux and utterly destroy its beauty', ""Why can't his novels be like this""]"
683,QImCld9YubE,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', 'did anyone see the slinky the ape was holding during the intro theme?', 'planet ayurveda ka aloe vitals is useful in the treatment of high blood pressure , gastric ulcers and controls inflammationm without any side effects .', '10:06 How can you be bored after watching the cute little outro this guy makes for all his videos?', '0:10 🤣🤣🤣🤣🤣🤣. The gyration came out of nowhere', '<3', '0:00 and 5:00 are the legendary moments to anyone looking for them', 'When a science channel says ""This is widely considered one of the biggest anime betrayals in evolutionary history"" you know they have done serious stuff', ""why can't there their animal that photosynthesize? or would that still be consider an animal...."", 'Hmmm if u reach the top of the escalator ur dead but what happens when u reach the bottom?']"
684,BtN-goy9VOY,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'what to do - NOT COMPLY!', ""WhO's hERe aFtER tHe ViRuS?"", 'Fast spread is the type of spread that happened', 'Covid 19 is made from snake venom,  and so is the vaccine.', '2 years ago, damn.', 'KORONAVİRÜS !!! كورونا !!! تفشيهووو', 'I am just grateful to my immune cells for fighting against virus right now and hope they win...', 'The COVID was reported at 31 December 2019 ,2 days after my birthday', 'Me watching this 3 years after Covid started: “Well it’s definitely a fast pandemic but still going on after many years! Still new variants and spikes and happening randomly!”']"
685,1AElONvi9WQ,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', ""Millions that's why bitcoins or so expensive i need a neutron star"", 'I like how i skipped 10 seconds at the right time to hear ""cancer remains unsolved""', 'Sometimes I forget that humans are basically sapient ant colonies. Sometimes. \n\n(Also this doesn’t quite address the topic of non-cancerous tumors and how bigger animals don’t have more of them too)', '""99 tumors 0 problems"" 😏', 'The evolve animation made me chuckle during a video about cancer \U0001f972', ""I've always thought that lifespan was the heart of the issue, not body size, although bigger bodies do tend to come with bigger lifespans, so it kinda goes hand in hand, as well as the fact that bigger animals need a larger tumor to even cause issues. There's no point in short-lived animals to invest in a 5 year life insurance plan if they're gonna be dead in 2 (or less in the wild), and so will their children. It's the longest living animals that need to worry about something that'll take 10 years to grow, because they might still be alive to deal with it when it starts to cause problems. Short lived animals also have faster metabolisms, because they NEED to grow fast enough to reproduce, so metabolic rate also plays a factor. Less protection mechanisms, plus more cell multiplications (and thus higher chances for mistakes to slip through), plus a smaller tolerance for tumor size due to simply being smaller animals will combine to make cancer a bigger problem in smaller animals."", 'So, cancer beats cancer.', 'Lide    to      us      I       hate     you.', 'I love you and i love your videos']"
686,uFk0mgljtns,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'omg i love this so much. thank you', 'What the? Kurzgesagt is also called Kurzgesagt in English? I thought Kurzgesagt is just called Kurzgesagt in German.', '😀goodworkvro', 'Now we know which bird the narrator is', '*How to Make Kurzgesagt video\nMe : *excited \n In 1200 hours \nMe : ●-●', 'Epic', 'I respect all the effort going to these videos.', 'Fun fact: you can completely learn hindi before you can make a kurzegesagt video', ""I really appreciate how this channel works hard and making scripts, drawing and animating for weeks for just one video. Guys help this channel considering like and subscribe, at least it's not hard as they work!""]"
687,oakWgLqCwUc,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'The green house gas emission is total crap. Sure soy milk, when GMOs and pesticides are saturating all corn and soy beans. Leading to autoimmune issues and leaky gut syndrome. GMOs make corporations rich but make people sick so kurszgesagt you can have mine.', 'Lactase < Lactose?', ""He doesn't even mention the 9 amino-acids then offers vegetarian foods like nuts as a substitute even though animal amino-acids are different and react differently to the body, the body thrives on animal foods since cholesterol is the fat of the body, and animal amino-acids are what are truly compatible with the body."", 'i thrink 5 times at a day milk XD', 'Love learning about milk as someone who is lactose intolerant', 'Milk gang', 'oh sorry that was my breast milk', ""I'm still going to keep putting milk in my ice cream"", 'Sorry I love My milk but then if I went to a slaughterhouse good I feel the same probably not I think about it   I feel terrible']"
688,v3y8AIEX_dU,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'd sun ic gona froze', ""Kurzgesagt: So that's how humans will become interstellar organisms.\n2020 and climate change: We're gonna end this man's whole career.\n\nAlso no hate, I actually am subbed to this channel and I love their vids."", ""But actually that means we also move the whole Oort Cloud when we move the sun because Oort Cloud is glued by sun's gravity lol😂😂😂"", 'the whole planets was like: WOOOOOOOOOOOOOOOO', ""Given that light travels at the speed of light, if I light an electric torch and point it in front of me in the space, wouldn't I be pushed back at the speed of light (idealisically)?"", 'Amazing video that sparks a lot of ideas and dreams for the future. Loved the 7:24 cowboy bebop and then one second later Pokémon references', ""wouldn't moving the solar system expose us to even more dangers......"", 'Why don’t we take our solar system! And PUSH it somewhere else?!', '6:17 To put it into some perspective, it would take about 1.07 days for it to push the sun back by the length of its own diameter.']"
689,NMo3nZHVrZ4,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', ""Why don't you blame India and China for that overpopulation 🤔"", '7:36 This video was made possible from Bill & Melinda Gates Foundation\n\nI think i know where this is going😂', '2:14 skeleton roast', ""Technology is Africa's impeded doom."", 'the wolf has some good ideas on this', 'Dislike', 'My pessimistic views of world populations were made slightly less negative from this video. It would be cool to see Africa kick ass over the next couple decades.', 'My girlfriend in high school or at least one of them was African American.  Best sex I ever had hands down, despite this, my baby momma was Oriental.', 'this video being sponsored by the bill gates foundation is interesting, especially considering all the shady stuff that foundation has done around so-called overpopulation in africa. also why even start with the premise of something having to be done about high fertility? as you stated in the beginning of the video, world population is expected to plateau in the near future and the more wealth africa builds, the less children people will have, an effect seen in all highly industrialised countries. why not start with dismanteling neocolonialism and actually giving africa the wealth the west has stolen and is stealing from them, instead of advertising for some soft form of eugenics?']"
690,WPPPFqsECz0,"[""Ohai! For a change a few personal words. My name is Philipp and I started this channel almost seven years ago – you don’t know my voice but you have heard my words because I write most of our scripts.  Oh boy. This was a hard video to make. Gratitude felt vaguely risky to do as a topic. It has this aura of cheap Instagram hashtag self help stuff.   Some of you will hate this video deeply, and the thought of that made me pretty anxious writing it. Gratitude was not supposed to be a video topic originally. Just like the Nihilism and Loneliness videos, the script was based on personal struggles and part of the process of dealing with them. And so it felt right to make gratitude a video too.  But Kurzgesagt is not a self help channel, so we'll keep this sort of content at roughly one or two per year.   We hope they are helpful to some of you.   If you care for my take on how to practice Gratitude, we made a Kurzgesagt Gratitude journal to combine the science with practical tips. https://shop.kurzgesagt.org/ Edit: PRE-ORDER is available again.  Please note: You don’t need to buy this or anything else to practice gratitude – you only need a pen, a piece of paper and 5 minutes.   Thank you for watching our videos and reading this comment. Being able to do Kurzgesagt means a lot. To me and the whole team. – Philipp"", 'I am grateful for [Happy Bark]', ""It's the first day of the year 2079 in the Nepali Calendar. I've been going through lows lately, constantly thinking that my economic status always prevented me from making friends outside school, and now that our high school is about to end, I feel lonely during this exam preparation leave and don't want to study which makes me constantly wonder - If I don't study for school, none of personality trait that has defined me till now remains. What am I? \nThis morning, my brother brought a breakfast meal in my room, which he usually prepares only for himself. I look forward to the new year and new life and am glad to know what my first two entries in the gratitude journal will be."", '""We\'ve also made it as pretty as we could"" why, aren\'t you the cutest?', 'thank you', 'WELL THANK YOU!!!!????', 'That happy bark at the end, bliss', 'when this shows up in your recommended, feels bad man', 'shuqur', 'This video is very good, actually it’s great! I do want to add though that you can still go after your dreams and aspirations while being grateful. What I’ve always done is celebrate the small successes on the way up, and for some reason it makes me want to keep going because I’m happy to continue! If you get frustrated then take a small break instead of continuing in anger or sadness. Taking a break and coming back reset is extremely refreshing and actually helps improve yourself imo. I hope this helps!']"
691,dqwpQarrDwk,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', '5:51 Is that a geometry dash reference?!\n\n\n\n\nLol, I’m messing around.', '1:52 Skyhook\n2:53 sky hook-324\n4:00 mars baseskyhook\n7:00 the end', 'You should do a video where the universe explodes', 'It’s fascinating how much of scientific theories actually found their genesis in the arts. Artists and creatives really do think of the most insanely plausible/implausible theories.', 'We can just have them on everything :DD.', 'SHOW THIS TO ELON MUSK!!!', ""[The ice king]  I'VE BEEN DOING SKY HOOKS FOR FOREVER!! SKY HOOKS!"", 'Planet Size Comparison:\nCeres 946 km\nSedna 996 km\nQuaror 1042 km\nCharon 1215 km\nMakemake 1645 km\nHaumea 1800 km\nEris 2401 km\nPluto 2498 km\nTriton 2709 km\nEuropa 3125 km\nMoon 3474 km\nlo 3612 km\nKepler-37b 4500 km\nCallisto 4800 km\nMercury 4900 km\nTitan 5150 km\nGanymede 5200 km\nTheia 6000 km\nMars 6779 km\nGCIRE 13E 7200 km\nTrappist-1e 9900 km\nVenus 12000 km\nEarth 12750 km\nProxima Centauri B 13000 km\nKepler-186f 13700 km\nKepler-452b 19100 km\nSirius B 21900 km\nKepler-22b 30000 km\nKepler-10c 31000 km\nPlanet 9 49000 km\nNeptune 50000 km\nUranus 51000 km\nGliese-436b 53000 km\nKepler-16b 70000 km\nSaturn 120 000 km\nJupiter 140 000 km\nTRES 2b 210 000 km\nWasp-17b 600 000 km\nHD 100546b 900 000 km', 'Ceres 946 km\nSedna 996 km\nQuaror 1043 km\nCharon 1215 km\nMakemake 1638 km\nHaumea 1694 km\nEris 2406 km\nPluto 2498 km\nTriton 2708 km\nEuropa 3126 km\nMoon 3474 km\nlo 3642 km\nKepler-37b 4500 km\nCallisto 4800 km\nMercury 4900 km\nTitan 5150 km\nGanymede 5200 km\nTheia 6000 km\nMars 6779 km\nGCIRE 13E 7400 km\nTrappist-1e 9940 km\nVenus 12000 km\nEarth 12750 km\nProxima Centauri B 13000 km\nKepler-186f 13700 km\nKepler-452b 19100 km\nSirius B 21900 km\nKepler-22b 30000 km\nKepler-10c 31000 km\nPlanet 9 44000 km\nNeptune 50000 km\nUranus 51000 km\nGliese-463b 53000 km\nKepler-16b 73000 km\nSaturn 120 000 km\nJupiter 140 000 km']"
692,udFxKZRyQt4,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', '5:22 why sailor moon spinning so fast', 'Could the black sphere, photographed, near our sun, have been a neutron star. Prehaps our suns burnt out twin.', 'Pasta masta', 'so cool ! I am only ten but I love magnetar', 'i have got mind blowing idea\nwhat if white holes are\nneutron stars', 'In the 0:55 time of the video pause it and it looks like a corn candy lol. I love the video thanks!', 'aha yes, pasta, my favourite form of science (4:23)', '5:29 you could of said a galactic light house lol', '3:10 Put in another way thats your mom in a size of an atom']"
693,f9uZ0REjIjo,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'I tamed strange on planet marklar', ':)', 'Please make 12,021 calendars.', 'I wish they would do a reprint of this one. It sold out before I could get it and I cry every day.', '0:00.25', 'Ah if only we knew how much of a cluster fuck 12020 was going to be', 'World, I proudly announce you that I now have watched every single masterpiece of this channel. Looking forward to the next vid. Thank you, now you can comeback to your own lives.', ""That's Human-Era on Planet-Earth as Holocene-Calendar and That's Means Extraterrestrials-Own-Holocene-Calendar on There Home-Planets like Anthropomorphic/Anthropomorphic-Furries/Lovable-Monsters/Humanoid-Creatures/Personifications/Lovablemonsterifications/Cleananimalifications/Cleanfurrifications/Machinepersonifications/Machinelovablemonsterifications/Machinexenoifications...."", 'What are the chances of a 12022 calendar??']"
694,5iPH-br_eJQ,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'The fact that only 10-12 ppl having a conflict between each other which could end the whole world in a snap\nTerrifies me👁️💧👄💧👁️', ""Eliminating all nuke weapons in the world is like eliminating all guns in US. In other word ,it's impossible"", ""7:09 :')"", 'Yes this definitely helped me cure my depression', 'Lamentablemente este es el destino que le espera a Finlandia si entra a la OTAN.', 'This Is Actually Terrifying If You Think About It', 'Cod zombies Kaboooooom!!!!', 'Humans are the cruelest creature on this planet, never forget this.', 'Thank you very much for Persian subtitle👍🏼❤️']"
695,cqECNYmM23A,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', ""It's funny that YouTube recommended this to me after I watched Ant-Man xD"", 'This is a very good demonstration of how evolution is literally happening right under our very noses', 'KURZGESAGT !!!!!!!!!!!!!!!! ¥¥¥¥¥¥¥¥¥¥¥¥¥', 'ants are so similar to humans!', 'Argentine Ants: Very strong Ants\n\nHumans: Finally a worthy opponent!!!', '5:25 Noo! Not Lucas the Spider!', ""I was admittedly very surprised when you first said Argentina ants instead of fire ants, because in Texas that's pretty much all we have now. And fire ants can form massive rafts with their bodies and float, which I assume is because the species started on a flood plain. Now in the southern US you have to watch for the red clusters of ants if any flooding occurs."", 'Amazing we need a game about this', '# Hunter x Hunter evolution.']"
696,PaErPyEnDvk,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', 'sus worm from AOT', 'This is my newest unintentional spoopy video', 'Wow that was a good journey', ""I feel smart because when I was a kid I've been watching my octonauts"", 'i love ur content\npls make more', 'ي حسن !!!!!!!!!!!!!!!!!!! ¢¢¢', 'Thankyou for the vidio. I undertand', 'i love the ponyo reference <3', 'YO HES GO THE SEA MOTH']"
697,h6fcK_fRYaI,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'The only part I don’t get is when they call it an egg', 'so i like myself, i had sx with myself, i killed myself and i am my idol??', '“We could make a religion out of this” -Bill Wurtz', 'so i am both ghandi and hitler hmmmmmmmmmmmmmmmmmmmmmmm and i am every person was has ever died and every person who has done a murder and every person who saved a life nice great now i both hate and love my self', 'I swear I was never Syrian', 'Why am I crying?  This was so beautiful.', 'This changes my whole feel of reality so if this is actually real, then the teacher that I hated is myself, my little bro who I called names sometimes is myself so everything that I did to someone is to my own self. Then that means there is a god like figure watching down on me… this is so weird now that I think about it.', 'Listening to this story in Hindi will be even more fun, eagerly waiting for the Hindi dubbed videos...🙏', 'Bullshit']"
698,7_e0CA_nhaE,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', 'يا سبحان الله وبحمده سبحان الله العظيم', 'Are you 🇸🇪?', '“Wow! Leafcutter ants are my favorite!!”', 'Vxzxxxddd😧😨😧😧😧😧😧😧😧😧😧😧😧😧😧😧😨😧😧😨😨😨😨😨😰😢 😧😨😬', 'MNM\n\n\nBgh', 'Clash of Clants', 'It was all peace until the war ants came', 'Alguem quer comprar droga? Me chama no whats \n190 :)', 'Army ants: We have found a colony to attack\nTarget colony: everybody, evacuate immediately\nKid: *Burns army ants with magnifying glass*\nTarget colony: *All that work for nothing...*']"
699,BSypUV6QUNw,"['You can now preorder the Kurzgesagt Immune System book! “IMMUNE –\xa0A Journey into the Mysterious System That Keeps You Alive”:\xa0https://kgs.link/ImmuneBook\nIMMUNE is a fascinating and fun journey through your own body, where we’ll be exploring mystery organs, murder universities, your enemies from viruses, bacteria and cancer (and how your immune system might have killed a cancer cell while you were reading the last few sentences) and the incredibly beautiful and amazing parts, cells and systems that keep you alive. After reading it you should not only gain a new appreciation for your own body but also experience disease differently. Also 45 illustrated pages by the Kurzgesagt team make the book very pretty.', 'please give me the complicated and overwhelming I live this video and I rewatch all the immune system videos to remember why I started my path in uni', 'Complement also lyses enveloped viruses like a pin pops a balloon.  This process is very close to the beating heart of Severe Disease in Covid-19.  The nucleocapsid has a MASP-2 binding location that, once complexed with MASP-2, locks the local complement landscape into a state of permanent excitation.', '""A beautiful example of how many mindless things can do smart things together"", just like me and my mates in  group projects, except that they\'re not smart things either.', 'Hell eah', 'i wonder if we can figure out how to make cells more advanced to control protiens like drones to travel faster and adapt faster fascinating.', 'When you can hide from immune system you cant there is always more', 'Pls make more', 'CAN I PLEASE NOT IMAGINE BEING COVERED IN BEES', 'I have never cried so much since Titanic ....']"
700,FfgT6zx4k3Q,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'omg is that a Maniac reference at 4:30?? i love you guys', 'My room has 300 microteslas is it normal?', ""Disappointing video, I don't suffer from the Nocebo effect, I get pains in my hands daily at night time after long use on a mobile phone, I can tell after an hour if my phone is in my pocket, I can tell if its turned on or not due to a slight burning in my leg."", 'Thank you', 'I can only say this sentence..\n""DON\'T SHOW THIS TO YOUR PARENTS.""', 'Fantastic video, and just what I needed. I have a degree in electrical engineering and a substation is being built right behind my house and despite my educational background, I still was unsure about the effects due to so many articles out there. This had the information and was concise and very easy to understand. \n\nMy theoretical understanding of EMF radiation is that it shouldn’t cause any harm, but it’s good to see that a statistical standpoint confirms this as well.', 'EM pollution is real.  But it more of an annoyance when trying to work with radio or electronics on scopes and getting weird noise from somewhere', '**Charles McGill likes that**', 'ok microwaves do not cause cancer. they are non ionizing. but if there are enough of them, they could cook you alive (aka microwave ovens)']"
701,ouAccsTzlGU,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'Ok now im scared', ""The real problem in my opinion: people can't and won't eat just 50-100 grams of meat in one day because most of them eat till they are full, and when you eat meat you  eat less vegetables and legumes so meat = no fiber and High colesterol , high doses of antibiotics and animal hormones. \nAnd this video didn't talk about vegetables being alive when you eat them, substances that cure problems, meat is dead flesh"", 'Who said,Our ancestor started eating meat 2 million years ago.\nI highly doubt it.\nIf chimpanzees eat meat when they hunt monkeys why cant humans do the same?', 'Is it bad that my diet is just rice and more rice?', ""I'd rather die than hearing this,thank you"", 'And that’s why you shouldn’t eat corn dogs', 'Is caviar considered as fish?', 'I\'m Flexitarian. I primarily get my sources of protein from a mix of plant and animal sources. When I do eat meat, it\'s usually lean, less emission-heavy meats like poultry and seafood. I started doing this for the environment and to feel better about myself, and it ended up being a healthy choice for me. I used to struggle with high blood pressure, but after cutting out red meat entirely, I no longer have high blood pressure nor feel like I\'m lacking energy; in fact my most recent reading, my doctor told me was incredibly healthy. I recognize this is not the solution for everyone, but I\'ve found it to work amazingly well for me.\n\nThank you for presenting both sides of this issue in a way that makes good sense. We can all be better stewards for animals, the environment, and human existence - without having to give up everything we enjoy to do it. It\'s not just as black and white as ""Go Vegan"" or ""Vegans have it all wrong entirely"", and insisting there is a clear good and bad to this issue is just a false dichotomy.', 'I eat a fraction of what I used to because I feel better overall. When I do I only meat of discretionary eaters such as salmon or turkey. Commercial livestock isn’t eating native food and will leave a person feeling like hell. Corn fed livestock isn’t quality meat. Animals that will eat anything don’t produce clean meat. Things like pork, shellfish, catfish will literally eat crap or garbage so I pass on them.']"
702,h4Uu5eyN6VU,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', ""Some people: wHy wOuLd I wAnT tO vOtE oN tHe eUrOpEaN pArLiAmEnt eLeCtIonS? *ends up not voting*\nThe EP :aceepts a policy they don't like\nSome people: oMg tHe EU iS sO uSeLeSs..."", 'The EU was growing closer to Russia before Putin decided to call Nato a threat. Now the Nato is stronger than before with a growing military force to this day.', '4:19 Realized the reference. Wow.', '""Democracy is about people,\nBut the people are retarded "" - someone', 'BARB BIRBSON HE KNOWS THE BIRB JOKE', 'I’m just wondering why they are on those flying thingy majigs, it’s still cute tho, I like how u use birbs for examples', ""je suis désolé mais l'Europe a tout fait pour finir en une dystopie opaque auprès des citoyens sans compter les lobbys qui ne font que dépenser des tunes pour influencer les lois européennes souvent au détriment de sa population et la prospérité tant espéré n'a jamais vraiment eu lieu vu qu'ils intègrent des nouveau pays uniquement pour profiter de sa main d'œuvre pas cher au détriment  des anciens pays  de l'ue ou sa population qui se retrouve au chômage et donc dans la précarité  le rêve tant espéré a été corrompus et voila pourquoi tant de voix s'élèvent pour quitter l'ue l'Angleterre a déjà fait ce choix et apparemment l'ue n'a pas retenu la leçon"", 'This is geting worse then the HRE', ""why don't have a Thai language subtitle?""]"
